40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	39	39	39	39	39	39	39	39	39	39	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	38	38	37	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	

40	40	40	40	40	40	40	40	38	38	38	38	38	38	37	37	37	37	37	37	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	
40	40	40	40	40	40	40	40	40	40	40	40	40	36	36	36	36	36	36	36	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	39	39	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	37	37	37	37	37	37	37	37	36	36	36	36	36	36	36	36	36	36	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	37	36	36	36	36	36	31	31	29	29	29	29	29	29	29	29	20	20	20	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	

40	40	40	40	40	40	40	40	39	35	3	3	3	3	3	3	3	3	3	3	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	39	36	36	36	36	
40	40	40	40	40	40	40	40	37	37	37	37	37	37	37	37	37	37	37	37	
40	40	40	40	40	35	33	33	27	27	27	27	27	27	27	27	27	27	27	27	
40	40	36	36	36	36	36	35	35	35	35	35	35	35	35	30	30	24	24	24	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	35	35	35	35	
40	40	40	40	40	40	40	40	39	39	39	39	39	39	39	39	39	37	37	37	
37	37	37	33	33	33	33	30	30	30	25	25	25	25	25	25	25	19	19	19	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	37	37	37	37	37	
40	40	40	39	39	39	39	39	39	39	39	39	39	39	39	39	37	37	37	37	
40	40	40	40	40	40	40	40	40	40	40	40	28	28	28	28	28	28	28	20	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	32	28	28	28	
40	40	40	40	40	40	37	30	28	28	28	28	28	28	0	0	0	0	0	0	
40	40	40	40	40	40	40	34	33	33	33	33	33	33	33	33	33	26	26	26	
40	40	40	40	38	38	38	38	38	38	38	38	38	38	38	38	38	38	37	37	
40	37	37	37	37	37	37	37	37	37	37	37	35	35	28	28	28	28	28	23	
40	40	35	35	35	35	35	35	34	34	34	34	34	32	28	28	18	18	3	3	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	
40	40	40	40	40	40	40	39	39	39	39	39	39	39	39	35	35	35	35	35	

40	32	32	30	30	30	30	26	1	1	1	1	1	1	1	1	1	0	0	0	
40	40	40	40	40	40	40	40	40	40	40	40	40	26	26	26	26	26	26	18	
39	39	39	36	36	34	34	31	31	31	26	8	8	8	8	8	8	8	8	8	
39	39	39	39	38	36	33	33	33	33	25	25	25	25	25	5	5	0	0	0	
40	40	40	40	40	40	40	40	40	40	40	40	38	38	38	12	12	12	12	12	
40	40	40	40	31	23	19	19	19	19	19	5	5	5	5	5	5	5	5	5	
40	37	37	30	30	30	30	30	27	15	15	15	15	7	7	7	7	0	0	0	
40	39	39	36	9	9	7	7	7	7	7	1	1	1	1	1	1	1	1	1	
37	37	37	37	37	37	37	37	37	35	35	33	33	33	22	22	8	8	8	8	
40	40	40	40	40	40	38	38	37	37	37	33	33	25	25	25	6	6	6	6	
40	40	40	40	26	26	26	26	25	25	25	24	24	24	17	17	4	4	4	4	
39	39	39	33	33	33	33	33	32	32	21	21	2	2	2	2	2	0	0	0	
40	37	35	35	34	34	34	34	33	33	33	33	25	25	25	25	9	9	0	0	
40	39	39	39	39	36	36	11	11	11	11	11	11	11	11	11	11	11	11	11	
40	40	39	28	28	28	17	12	12	12	3	3	3	3	3	3	0	0	0	0	
40	40	39	39	39	39	27	27	27	27	27	23	23	23	23	16	16	16	7	7	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	39	39	39	39	39	34	
40	40	40	40	29	29	28	25	25	20	20	20	20	20	9	9	9	9	9	9	
40	40	40	40	37	37	37	37	37	32	32	20	0	0	0	0	0	0	0	0	
40	40	40	40	40	40	40	40	40	36	36	36	33	23	23	23	23	6	6	6	

